id,name,reference,mandatory
"Calc-Short-Desc-Internal3","Calc-Short-Desc-Internal3","",""
"ETIM.V7.EF002327 L","EF002327 - Shock-proof","",""
"Calc-Desc-Short-OutDoor","Calc-Desc-Short-OutDoor","",""
"ETIM.V7.EF009625 L","EF009625 - Suitable for reprography","",""
"AIM","Aiming memory","",""
"COUNTRY_OF_ORIGIN","COUNTRY_OF_ORIGIN","",""
"BRPLDIAM","Bracket to pole diameter","",""
"ETIM.V7.EF001189 L","EF001189 - Suitable for compact fluorescent lamp","",""
"ETIM.V7.EF005785 L","EF005785 - Suitable for bicycle","",""
"LAMPPOWER2","Lamp power 2","",""
"SUPPLIER_ALT_ID","Supplier additional internal product id","",""
"Product.Brand","Brand","",""
"RELHUMID_MIN","Relative Humidity (Operation) (Min)","",""
"ETIM.V7.EF005771 L","EF005771 - Suitable for motorbike","",""
"WOAE_MAX","Overall Width E (Max)","",""
"Commercial description","Commercial description","",""
"ETIM.V7.EF012176 L","EF012176 - Suitable for low voltage cable system","",""
"WOAE_MIN","Overall Width E (Min)","",""
"PSY-PLT","System Power On PL-T","",""
"ETIM.V7.EF004327 L","EF004327 - With point outlet","",""
"FILALENGTW","Filament Length W","",""
"ETIM.V7.EF000381 A","EF000381 - Type of control gear","",""
"ETIM.V6.EF009356 L","EF009356 - With wireless control","",""
"LAMCUREM_MIN","Lamp Current (EM) (Min)","",""
"RELHUMID_NOM","Relative Humidity (Operation) (Nom)","",""
"RELHUMID_MAX","Relative Humidity (Operation) (Max)","",""
"ETIM.V7.EF012204 L","EF012204 - Suitable for auxiliary lamp","",""
"ETIM.V6.EF007985 A","EF007985 - Auxiliary lamp","",""
"LIFEHR12US","Life 12-Hr Start [Hrs]","",""
"ETIM.V7.EF009372 L","EF009372 - With air slots","",""
"ETIM.V7.EF006266 A","EF006266 - Type of glass/cover","",""
"ETIM.V6.EF005665 L","EF005665 - Central suspension","",""
"TCSWITCHOF_NOM","T-Case Switch Off (Nom)","",""
"ETIM.V7.EF008179 L","EF008179 - Suitable for forklifts","",""
"TCSWITCHOF_MIN","T-Case Switch Off (Min)","",""
"ETIM.V7.EF009622 L","EF009622 - Suitable for personal well-being","",""
"xUCDM.COMFAMCODE_MSG","Full Commercial Family code","",""
"ETIM.V7.EF009470 L","EF009470 - Suitable for clamp-mounting","",""
"NO_CU_PER_OU","Number of content units per order unit","",""
"PINLEK_MIN","Pin Length K (Min)","",""
"ETIM.V7.EF000339 A","EF000339 - Type of cover","",""
"CONTYPEOUT","Connector Type Output Terminals","",""
"PINLEK_NOM","Pin Length K (Nom)","",""
"ETIM.V7.EF001265 L","EF001265 - Suitable for suspended mounting","",""
"ETIM.V6.EF000278 L","EF000278 - With transformer","",""
"PINLEK_MAX","Pin Length K (Max)","",""
"HIPOTTE2SE","Hipot Test (2 Seconds)","",""
"ETIM.V7.EF000093 L","EF000093 - With base plate","",""
"Asset.Coverage.Spatial.Country.Rest.ID","Country ID (restricted, assets)","",""
"xUCDM.Scene7.Server","xUCDM.Scene7.Server","",""
"ETIM.V7.EF002960 A","EF002960 - Wiring system","",""
"GLDIM","Gland for dimming signal","",""
"GALImagesetIdentifier","GALImagesetIdentifier","",""
"xUCDM.P4C.Server","xUCDM.P4C.Server","",""
"ETIM.V7.EF002972 L","EF002972 - With presence indicator","",""
"Source.Philips.Type","Source Type","",""
"T1ESC","First Full Power Time Period Option","",""
"ETIM.V7.EF000148 L","EF000148 - With connection cord and plug","",""
"ETIM.V7.EF009623 L","EF009623 - Suitable for insect trapping","",""
"CORTEMP_MIN","Correlated Color Temperature (Min)","MPG-27444;CAT-9326;MPG-9857;MPG-9859;IF-545;IF-547;IF-569;MPG-9856;MPG-27451;IF-568;IF-505;MPG-9858;PG-26542;CAT-9323;CAT-27442;IF-548","CAT-27442"
"FK_FG_LP_SMART_PRODUCT","FG Smart Product","",""
"Asset.Product.Relation.Category","Category","",""
"ETIM.V7.EF006681 L","EF006681 - Suitable for other lighting passenger car","",""
"INCUROPECI","Input Current (Open Circuit)","",""
"Asset.Identifier","Asset.Identifier","",""
"ETIM.V7.EF001023 L","EF001023 - Suitable for electronic ballast","",""
"Asset.Creator.Approver.Code","Approver (code)","",""
"PLA-TL-D","Lamp Power On TL-D","",""
"GLAREACC","Glare shielding accessories","IF-1387;IF-1492;IF-2509;IF-2671;IF-1486;IF-61626;IF-2504;IF-2692;IF-1330;IF-2093;IF-9923;IF-61620;IF-2590;IF-1870;IF-2675;IF-1378;IF-3087;IF-1187;IF-2587;IF-51770;IF-1329;IF-2084;IF-2094;IF-1923;IF-2595;IF-1908;IF-1420;IF-32591;IF-1579;IF-1311;IF-2505;IF-1931;IF-51772;IF-51774;IF-2586;IF-2510;IF-2592;IF-51771;IF-51775;IF-1249;IF-2670;IF-51778;IF-2651;IF-1422;IF-1386;IF-12358;IF-1920;IF-13280;IF-2594;IF-2575;IF-2677;CAT-316024;IF-2693;IF-2170;IF-2694;IF-2665;IF-3089;IF-1188;IF-49755;IF-1423;IF-51779;IF-2674;IF-1569;IF-1675518;IF-7007820;IF-1419",""
"PAL_UPLOAD_URL","PAL_UPLOAD_URL","",""
"Asset.Format.Extension","Asset.Format.Extension","",""
"US-CATALOGNUMBER DESCRIPTION","Catalog Number Description","",""
"Asset.Format.MIME-Type","Asset.Format.MIME-Type","",""
"PPFMAIN8K","PPF Maintenance 8000 h","PG-167294",""
"ETIM.V7.EF002370 A","EF002370 - Technology","",""
"CORTEMP_NOM","Correlated Color Temperature (Nom)","IF-570;IF-547;IF-572;IF-571;IF-505;MPG-27444;IF-568;IF-569;MPG-9858;MPG-27451;MPG-9859;MPG-9856;PG-26542;IF-545;CAT-9323;MPG-9857;IF-548;CAT-9326;CAT-27442","IF-570;IF-572;IF-571;IF-568;MPG-9856;CAT-9323;CAT-27442"
"ETIM.V7.EF001299 L","EF001299 - With power track","",""
"ETIM.V7.EF008869 L","EF008869 - Stepped shape","",""
"CGFLRT100K","Control gear failure rate at median useful life 100000 h","",""
"CORTEMP_MAX","Correlated Color Temperature (Max)","CAT-9326;IF-569;MPG-9859;MPG-27451;MPG-27444;IF-568;IF-547;IF-505;IF-545;CAT-9323;MPG-9858;MPG-9856;MPG-9857;PG-26542;IF-548;CAT-27442","CAT-27442"
"Source","Source","",""
"Asset.Brand","Brand","",""
"Link_To_Asset","Link to Asset","",""
"CAPBASEI","Cap-Base Information","",""
"RELHUMNOP","Relative humidity (non-operating)","",""
"CGFLRT75K","Control gear failure rate at median useful life 75000 h","",""
"Asset.Subject.Controlled.Tools","One Lighting Tree - Tools, Types and Effects","",""
"CGFLRT50K","Control gear failure rate at median useful life 50000 h","",""
"LCABLEX_MAX","Cable Length X (Max)","",""
"ETIM.V7.EF006679 L","EF006679 - Suitable for head light passenger car","",""
"PRICE_FACTOR","PRICE_FACTOR","",""
"ETIM.V7.EF003690 L","EF003690 - Suitable for high pressure sodium-vapour lamp","",""
"Designation-Char-Acc-Outdoor","Designation-Char-Acc-Outdoor","",""
"LCABLEX_MIN","Cable Length X (Min)","",""
"ETIM.V7.EF009764 L","EF009764 - Suitable for LED luminaires","",""
"Designation-Char-Outdoor","Designation-Char-Outdoor","",""
"LEDSPACING","Spacing Between LEDs","",""
"ETIM.V7.EF001203 L","EF001203 - With light sensor","",""
"Calc-Short-Desc-Internal2","Calc-Short-Desc-Internal2","",""
"WOAI_MAX","Inner Width I (Max)","",""
"ETIM.V7.EF001301 L","EF001301 - With CEE-plug","",""
"Calc-Short-Desc-Internal1","Calc-Short-Desc-Internal1","",""
"AMTEMP","Ambient temperature range","","PG-44567 (Floodlight underwater LED);IF-1253 (ClearFlood BVP650/651);PG-44460 (Dust/ water protected LED);IF-1226 (Ocean Road LED BRP708);PG-44448 (Surface-mounted LED);PG-44434 (Free standing floor LED);PG-44452 (Suspended LED);CAT-44366 (Prof. Europe Outdoor Luminaires);IF-3098 (LumiStreet Small BGP/BGS212/213);IF-3084 (GreenSpace Accent RS340B-RS343B);PG-44430 (Free standing desk LED);IF-1165 (Vital LED BGP670);PG-44555 (Tunnel or underpass LED);CAT-44365 (Prof. Europe Indoor Luminaires);PG-44609 (Cleanroom LED);PG-44543 (Bollard LED);PG-44472 (Gridlight LED);IF-3085 (LuxSpace Accent RS730B-RS752B);PG-44422 (Light-line (with trunking) LED);PG-44464 (High-bay/ low-bay LED);IF-1415 (LuxSpace gen2 DN570B-DN572B);IF-1244 (CoreLine Tempo BVP110/120/130);IF-1183 (Pentura Mini BN130C-BN133C);PG-44456 (Wall LED);PG-44551 (Street lantern LED);PG-44480 (Spotlight/ projector LED)"
"ETIM.V7.EF012517 L","EF012517 - Suitable for round flashing luminaire","",""
"xUCDM.NavTree.refName","xUCDM.NavTree.refName","",""
"PLCOAT","Pole coating","",""
"ETIM.V7.EF003583 L","EF003583 - With reflector","",""
"xUCDM.NavTree.code","xUCDM.NavTree.code","",""
"ETIM.V7.EF003691 L","EF003691 - Suitable for halogen metal mercury vapour lamp","",""
"LCABLEX_NOM","Cable Length X (Nom)","",""
"TRAFO","Driver/power unit/transformer","IF-12372;IF-1486;PG-6709955;IF-1253;PG-44579;IF-1145;IF-1442;IF-1156;IF-13265;IF-2046;IF-1170;IF-1444;PG-44567;IF-3114;IF-1149;IF-1870;IF-7207876;IF-2274;IF-1155;IF-1084;IF-12361;IF-1492;IFS-15276;IF-1912;IFS-15288;PG-44460;IF-1864;IF-1226;IF-1227;IF-1908;IF-1151;IFS-15384;IF-3083;IF-1144;PG-44571;PG-44547;PG-6961847;IF-1623;IF-6960802;PG-44448;PG-44575;IF-3098;PG-44434;IF-1249;IF-13246;IF-1171;IF-1250;IFS-15391;IF-3084;IF-1871;IF-1386;IF-1154;IF-1873;PG-44559;PG-6744832;IF-2050;IF-1936;IF-1103;IF-1879;IFS-15287;IF-45779;IF-1221;IF-1143;IF-1880;IF-1904;IFS-15290;IFS-15279;IF-1906;IF-1220;IF-9919;IF-1465;IF-9921;IF-1868;PG-44452;IF-1252;IF-1048;PG-44555;PG-44543;PG-44430;IF-1378;IF-1251;IF-1038;IF-1165;IF-6965739;IF-1259;IF-1037;CAT-6702460;IF-6965738;IF-3100;IFS-10780;IF-13244;IF-1878;IF-7125175;PG-6699025;IF-1260;IF-32590;IF-1372;IF-1169;IF-2048;PG-44583;IF-1248;PG-44609;PG-6765109;IFS-15278;PG-44440;IF-1254;IF-12363;CAT-44365;IF-1187;IF-1313;IF-1087;IF-45781;PG-44468;IF-1862;IF-1914;IF-1046;PG-44551;IF-1147;PG-7146660;IF-7007820;PG-44563;PG-44472;CAT-316024;IF-1910;CAT-6698971;IF-3085;IF-1466;IF-1035;IFS-15385;IF-13280;PG-44422;IF-2043;IFS-15388;IF-1152;PG-44464;IFS-15286;IF-1865;IFS-15242;IF-13268;IF-3099;PG-44476;IF-1181;IF-1183;IF-1188;PG-44456;IF-3115;IF-12358;IF-12357;IF-1483;IF-1244;IF-7125186;PG-6765102;IFS-15277;PG-44480;PG-7144779;IF-1107;IF-1179","IF-1253;PG-44579;PG-44567;PG-44460;IF-1226;PG-44571;PG-44547;PG-44448;PG-44575;IF-3098;PG-44434;IF-3084;PG-44559;PG-44452;PG-44555;PG-44543;PG-44430;IF-1165;PG-44583;PG-44609;PG-44440;PG-44468;PG-44551;PG-44563;PG-44472;IF-3085;PG-44422;PG-44464;PG-44476;IF-1183;PG-44456;IF-1244;PG-44480"
"DESCRIPTION_SHORT","Description short","",""
"STRIK3KA","Strikes At 3 kA (Common/Differential)","",""
"REGLVLPWR","Regulating Level Power","",""
"Asset.Creator.Reviewer.Name","Reviewer (name)","",""
"Asset.Creator.Owner.Name","Owner (name)","",""
"ETIM.V7.EF009358 L","EF009358 - With light regulation program control","",""
"ETIM.V7.EF003692 L","EF003692 - Suitable for low pressure sodium-vapour lamp","",""
"CTRLVOLT","Control signal voltage","",""
"ETIM.V7.EF000878 L","EF000878 - With strain relief","",""
"Asset.Language.Restricted.ID","Language ID (restricted, assets)","",""
"INFPL","Infill plate","IF-1197;IF-2262;IF-2222;IF-1106;IF-2258;IF-1195;IF-2261;IF-2210;IF-2206;IF-1104;IF-2366",""
"Asset.Checksum","Asset.Checksum","",""
"CGFLRT35K","Control gear failure rate at median useful life 35000 h","",""
"Product.Marketing.Range","Marketing Range","",""
"ETIM.V7.EF008868 L","EF008868 - With separate reading light","",""
"Date.Originated","Date original","",""
"ETIM.V7.EF001293 L","EF001293 - With wiring","",""
"IsInIntroWF","Is in Maintenance Workflow FP:","",""
"ETIM.V7.EF001020 L","EF001020 - Suitable for baking oven","",""
"ETIM.V7.EF001596 A","EF001596 - Material housing","",""
"ETIM.V7.EF006634 R","EF006634 - Suitable for lamp power (4 lamps)","",""
"ETIM.V7.EF008829 L","EF008829 - Grid perforated","",""
"ETIM.V7.EF000229 N","EF000229 - Wall thickness","",""
"Asset.Category","Asset.Category","",""
"ETIM.V7.EF004281 N","EF004281 - Lamp power filament 2","",""
"Asset.Creator.Owner.Code","Owner (code)","",""
"Asset.Thumbnail","Asset.Thumbnail","",""
"ETIM.V7.EF009376 R","EF009376 - Suitable for number of lamps","",""
"ETIM.V7.EF001291 N","EF001291 - Lamp power of fluorescent batten","",""
"xUCDM_Asset_ObjectType","xUCDM_Asset_ObjectType","",""
"ETIM.V7.EF002365 L","EF002365 - Halogen","",""
"ETIM.V7.EF006633 R","EF006633 - Suitable for lamp power (3 lamps)","",""
"LLMF6000","LLMF 6000 h Rated","IF-541;IF-545;IF-520;IF-528;IF-536;IF-525;IF-514;IF-529;IF-523;IF-517;IF-511;IF-513",""
"Asset.PublicResourceIdentifier","Asset.PublicResourceIdentifier (Public URL)","",""
"ordMin","ordMin","",""
"ETIM.V7.EF012153 L","EF012153 - Dimming 1-10 V","",""
"Asset.Status","Status","",""
"ETIM.V7.EF008139 N","EF008139 - Top end diameter, luminaire side","",""
"Asset.SecureResourceIdentifier","Asset.SecureResourceIdentifier(Secure URL)","",""
"Asset.Contributor.Uploader.Code","Uploader (code)","",""
"PFT-InitialCorrelatedColorTemperature_Sh","PFT-InitialCorrelatedColorTemperature_Show","",""
"pho.COMMFAMID","Catalog Family Code","SC-9314",""
"ETIM.V7.EF000280 R","EF000280 - Suitable for lamp power","",""
"Asset.Language.Available","Asset.Language.Available (Language Code)","",""
"PFT-ThroughWiring_Show","PFT-ThroughWiring_Show","",""
"PFT-OpticalCover_Show","PFT-OpticalCover_Show","",""
"PERFAMTEMP","Performance ambient temperature Tq","",""
"PFT-Type_Show","PFT-Type_Show","",""
"Asset.Subject.Facets","Facets Assets","",""
"PFT-InitialLEDLuminaireEfficacy_Show","PFT-InitialLEDLuminaireEfficacy_Show","",""
"Asset.Creator.Approver.Name","Approver (name)","",""
"PFT-AimingHorizontal_Show","PFT-AimingHorizontal_Show","",""
"Asset.step.last.edited.by","Asset.step.last.edited.by","",""
"XUCDM.COPY.Pro.Sustain.State","XUCDM COPY Pro Sustain State","",""
"PFT-InitialInputPower_Show","PFT-InitialInputPower_Show","",""
"Asset.Creator.Reviewer.Code","Reviewer (code)","",""
"Date.Activation","Activation date","",""
"ETIM.V7.EF000167 N","EF000167 - Weight","",""
"PFT-MountingIndoor_Show","PFT-MountingIndoor_Show","",""
"Asset.Format.Size","Asset.Format.Size","",""
"PFT-Accessories_Show","PFT-Accessories_Show","",""
"ETIM.V7.EF006631 R","EF006631 - Suitable for lamp power (1 lamp)","",""
"PFT-MountingOutdoor_Show","PFT-MountingOutdoor_Show","",""
"Comments","Comments","",""
"Asset.Title","Title","",""
"PFT-AdditionalMountingInformation_Show","PFT-AdditionalMountingInformation_Show","",""
"ETIM.V7.EF009483 N","EF009483 - Weighted energy consumption in 1,000 hours","",""
"PFT-ExtensionLength_Show","PFT-ExtensionLength_Show","",""
"Asset.Contributor.Uploader.Name","Uploader (name)","",""
"Log","Log","",""
"LLMF12000","LLMF 12000 h Rated","IF-523;IF-514;IF-541;IF-528;IF-536;IF-517;IF-525;IF-529;IF-513;IF-520","IF-514;IF-513"
"Asset.Language.Restricted","Language (restricted, assets)","",""
"Asset.Subject.Controlled.Segment","One Lighting Tree - Segment Applications","",""
"Asset.Type.Philips","Asset Type","",""
"Asset.InternalResourceIdentifier","Asset.InternalResourceIdentifier (Internal URL)","",""
"Asset.Date.Adam.Exported","Asset.Date.Adam.Exported","",""
"Asset.Identifier.STEP","Identifier (Stibo STEP)","",""
"Asset.Subject.Controlled.Services","One Lighting Tree - Services and Solutions","",""
"Asset.Subject.Keywords","Asset.Subject.Keywords","",""
"Asset.Description","Asset.Description","",""
"Asset.Creator.Releaser.Name","Releaser (name)","",""
"PFT-Driver_Show","PFT-Driver_Show","",""
"FK_FG_LP_APERTURE_SIZE_CODE","FG Aperture Size Code","",""
"PFT-AimingVertical_Show","PFT-AimingVertical_Show","",""
"Asset.Coverage.Spatial.Country.Rest","Country (restricted, assets)","",""
"PFT-Installation_Show","PFT-Installation_Show","",""
"Asset.Coverage.Spatial.Country.Available","Asset.Coverage.Spatial.Country.Available (Country Code)","",""
"FK_FG_LP_HOUSING_MATERIAL","FG Housing Material","",""
"PFT-Optic_Show","PFT-Optic_Show","",""
"Asset.Format.Filename","Asset.Format.Filename","",""
"PFT-Light Source_Show","PFT-Light Source_Show","",""
"PRISMA_AssetZIP_GUID_Extension","PRISMA_AssetZIP_GUID_Extension","",""
"PFT-Maintenance_Show","PFT-Maintenance_Show","",""
"PFT-Color_Show","PFT-Color_Show","",""
"Asset.Subject.Controlled.Productcatalog","One Lighting Tree - Product Catalog","",""
"PFT-Wiring_Show","PFT-Wiring_Show","",""
"Asset.Category.ID","Asset.Category.ID","",""
"PFT-Warranty_Show","PFT-Warranty_Show","",""
"ETIM.V7.EF001205 N","EF001205 - Tube diameter","",""
"Asset.Date.Created","Asset.Date.Created","",""
"PFT-MaterialOther2_Show","PFT-MaterialOther2_Show","",""
"Asset.Date.Lastmodified","Asset.Date.Lastmodified","",""
"ETIM.V7.EF005495 N","EF005495 - Suitable for pipe diameter","",""
"PFT-MaterialOfBracket_Show","PFT-MaterialOfBracket_Show","",""
"Product Family Type Key Value Pair","Product Family Type Key Value Pair","",""
"xUCDM_Asset_Language","xUCDM_Asset_Language","",""
"PFT-Dimming_Show","PFT-Dimming_Show","",""
"Asset.CCR.Doctype","CCRDocType","",""
"PFT-MaterialOfGearBox_Show","PFT-MaterialOfGearBox_Show","",""
"Asset.Rights.Visibility","Rights (visibility, assets)","",""
"PFT-Options_Show","PFT-Options_Show","",""
"ETIM.V7.EF000369 N","EF000369 - Total length","",""
"Asset.Size.Adam.Imported","Asset.Size.Adam.Imported","",""
"PFT-DriverFailureRateAt5000h_Show","PFT-DriverFailureRateAt5000h_Show","",""
"PFT-Remarks_Show","PFT-Remarks_Show","",""
"ETIM.V7.EF001470 N","EF001470 - Secondary voltage","",""
"Asset.locale","Asset.locale","",""
"EcoPP Attribute Rank","EcoPP Attribute Rank","",""
"Asset.step.exported.filename","Asset.step.exported.filename","",""
"ETIM.V7.EF011947 N","EF011947 - Total harmonic distortion","",""
"Asset.Creator.Releaser.Code","Releaser (code)","",""
"ETIM.V7.EF001285 N","EF001285 - Top end diameter","",""
"Asset.Thumbnail.URL","Asset.Thumbnail.URL","",""
"Source.Philips.Code","Source Code","",""
"PFT-MaterialOther1_Show","PFT-MaterialOther1_Show","",""
"PFT-OpticalElement_Show","PFT-OpticalElement_Show","",""
"Asset.Publisher.System","Publishing System","",""
"ETIM.V7.EF009626 L","EF009626 - Suitable for sun-tanning","",""
"ETIM.V7.EF010867 N","EF010867 - Luminous flux per meter","",""
"POD-QMIN","Quantity Minimum","",""
"ETIM.V6.Version","ETIM.V6.Version","",""
"ETIM.V6.Description","ETIM.V6.Description","",""
"DD-06-ID","Dim. drawing 06 Letter","",""
"DD-06-NAME","Dim. drawing 06 Name","",""
"ETIM.V6.ID","ETIM.V6.ID","",""
"ETIM.V7.EF001302 L","EF001302 - Rechargeable","",""
"DD-05-VALUE","Dim. drawing 05 Value","",""
"POD-QINT","Quantity Interval","",""
"DD-05-ID","Dim. drawing 05 Letter","",""
"ETIM.V7.EF000128 N","EF000128 - Beam angle","",""
"AttributeID_Name","AttributeID_Name (English)","",""
"DD-05-NAME","Dim. drawing 05 Name","",""
"ETIM.V7.EF001357 N","EF001357 - Luminous intensity","",""
"ETIM.V6.Synonyms","ETIM.V6.Synonyms","",""
"ETIM.V6.Feature.ID","ETIM.V6.Feature.ID","",""
"LLMF4000","LLMF 4000 h Rated","IF-520;IF-541;IF-517;IF-525;IF-536;IF-513;IF-514;IF-529;IF-528;IF-523",""
"ETIM.V6.Sort.Number","ETIM.V6.Sort.Number","",""
"ETIM.V7.EF012487 A","EF012487 - Energy efficiency class of the built-in lamp","",""
"ETIM.V6.Date","ETIM.V6.Date","",""
"ETIM.V7.EF003728 L","EF003728 - For lamp type TC-L","",""
"BEAMANGLMP_MIN","Beam Angle (Min)","IF-585;IF-547;IF-540;IF-587;CAT-9326;IF-568;MPG-9857;IF-503;IF-502;IF-539;IF-541;IF-505;IF-542",""
"ETIM.V7.EF000103 N","EF000103 - Colour temperature","",""
"ETIM.V7.EF001335 N","EF001335 - Nominal cross section","",""
"PRODUCTNAMEPRINTFLUO","Product Name","",""
"BEAMANGT_MIN","Beam Angle Technical (Min)","MPG-9858",""
"ETIM.V7.EF011954 N","EF011954 - Luminous flux in standby mode","",""
"ETIM.V7.EF000048 A","EF000048 - Lamp holder","",""
"ETIM.V7.EF000137 L","EF000137 - Dimmable","",""
"ETIM.V7.EF008157 A","EF008157 - Beam angle","",""
"Mandatory_In_Blue_Tree_Node","Mandatory in blue tree node:","",""
"ETIM.V7.EF004351 A","EF004351 - Battery quality","",""
"ETIM.V7.EF004274 L","EF004274 - Suitable for light line configuration","",""
"ETIM.V7.EF006387 A","EF006387 - Battery type","",""
"Subject.Keywords","Keywords","",""
"ETIM.V7.EF012187 R","EF012187 - Diameter single fibre","",""
"Source.Philips.System","Source System","",""
"PRODUCTNAMEPRINTCFLI","Product Name","",""
"Asset.valid.in.lang","Asset.valid.in.lang","",""
"LabOfficeOwner","LabOfficeOwner","",""
"ETIM.V7.EF008731 N","EF008731 - Luminous flux at emergency operation","",""
"XUCDM.COPY.Asset_Language","XUCDM.COPY.Asset_Language","",""
"ETIM.V7.EF012169 L","EF012169 - No dim function","",""
"BEAMANGT_MAX","Beam Angle Technical (Max)","MPG-9858",""
"Asset.Format.MIME-type","Asset.Format.MIME-type","",""
"ETIM.V7.EF009172 L","EF009172 - Batteries included","",""
"Asset.Format","Asset.Format","",""
"ETIM.V7.EF000758 A","EF000758 - Energy efficiency class","",""
"Asset.Rights.Usage","Rights (usage, assets)","",""
"ETIM.V7.EF000066 A","EF000066 - Suitable for lamp type","",""
"US_NAICS","NAICS","",""
"ETIM.V7.EF020115 L","EF020115 - Battery power supply","",""
"DD-02-ID","Dim. drawing 02 Letter","",""
"DD-02-NAME","Dim. drawing 02 Name","",""
"ETIM.V7.EF001348 N","EF001348 - Lamp efficacy","",""
"DD-01-ID","Dim. drawing 01 Letter","",""
"DD-01-NAME","Dim. drawing 01 Name","",""
"ETIM.V7.EF011587 R","EF011587 - Luminous flux","",""
"DD-04-VALUE","Dim. drawing 04 Value","",""
"ETIM.V7.EF008310 N","EF008310 - Diameter lamp","",""
"DD-04-ID","Dim. drawing 04 Letter","",""
"DD-04-NAME","Dim. drawing 04 Name","",""
"DD-03-VALUE","Dim. drawing 03 Value","",""
"DD-03-ID","Dim. drawing 03 Letter","",""
"ETIM.V7.EF012518 R","EF012518 - Nominal operation time","",""
"DD-03-NAME","Dim. drawing 03 Name","",""
"ETIM.V7.EF002371 N","EF002371 - Reflector diameter","",""
"ETIM.V7.EF006630 L","EF006630 - For lamp type T-U","",""
"ETIM.V7.EF007697 L","EF007697 - Blinking light function secondary lamp","",""
"ETIM.V7.EF012488 A","EF012488 - Energy efficiency class of the provided exchangeable built-in lamp","",""
"ETIM.V7.EF003454 L","EF003454 - Built-in","",""
"ETIM.V7.EF008831 L","EF008831 - Reflector perforated","",""
"ETIM.V7.EF006301 L","EF006301 - For neon application","",""
"ETIM.V7.EF000035 N","EF000035 - Lamp power","",""
"ETIM.V7.EF003732 L","EF003732 - For lamp type TC-TEL","",""
